Id,Country,Location Name,Mag,Deaths,Houses Destroyed,Houses Damaged
10633.0,AFGHANISTAN,AFGHANISTAN: PAKTIKA PROVINCE; PAKISTAN,5.9,1039.0,1900.0,4500.0
10708.0,AFGHANISTAN,AFGHANISTAN: HERAT,6.3,1482.0,10002.0,220430.0
4715.0,AFGHANISTAN,AFGHANISTAN:  HINDU-KUSH:  SHAMAGAN PROVINCE,5.5,49.0,1137.0,559.0
5599.0,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  PARVAN,5.0,4.0,100.0,86.66666666666667
5792.0,AFGHANISTAN,AFGHANISTAN: PAKTIA PROVINCE,5.2,2.0,360.75,554.6666666666666
6831.0,AFGHANISTAN,"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",6.5,5.0,100.0,100.0
8318.0,AFGHANISTAN,AFGHANISTAN:  NANGARHAR,5.4,19.0,200.0,200.0
10169.0,AFGHANISTAN,AFGHANISTAN; PAKISTAN,6.3,4.0,28.5,289.3333333333333
10674.0,AFGHANISTAN,AFGHANISTAN: LAGHMAN;  PAKISTAN,6.5,19.0,22.0,803.0
5274.0,AFGHANISTAN,"AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",6.4,848.0,360.75,2000.0
5624.0,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ",7.4,166.0,300.0,300.0
5626.0,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",6.1,1000.0,1500.0,1500.0
10159.0,AFGHANISTAN,AFGHANISTAN: HINDU KUSH,7.5,399.0,29230.0,79893.0
10239.0,MYANMAR (BURMA),MYANMAR (BURMA):  THARRAWADDY,5.1,2.0,30.0,22.0
3409.0,MYANMAR (BURMA),"MYANMAR (BURMA):  PEGU, RANGOON",7.3,500.0,251.0,230.0
10705.0,MOROCCO,"MOROCCO: MARRAKECH, SAFI",6.8,2946.0,19096.0,40578.0
4934.0,PAKISTAN,PAKISTAN:  CENTRAL,4.0,6.0,45.0,45.0
5661.0,PAKISTAN,PAKISTAN:  GILGIT,5.4,11.0,450.0,462.5
5664.0,PAKISTAN,"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN",6.3,19.0,100.0,100.0
5761.0,PAKISTAN,"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",5.4,24.0,1420.0,1420.0
9763.0,PAKISTAN,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",7.2,3.0,200.0,200.0
10043.0,PAKISTAN,PAKISTAN: AWARAN,6.8,22.0,100.0,100.0
10447.0,PAKISTAN,PAKISTAN:  MIRPUR DISTRICT,5.6,39.0,1756.0,5709.0
10582.0,PAKISTAN,PAKISTAN: BALOCHISTAN PROVINCE,5.9,42.0,450.0,100.0
8177.0,PAKISTAN,PAKISTAN:  QUETTA,6.4,215.0,3487.0,3487.0
10039.0,PAKISTAN,"PAKISTAN:  AWARAN, KECH",7.7,825.0,32638.0,14118.0
3550.0,PAKISTAN,PAKISTAN:  QUETTA,7.5,60000.0,9825.25,6183.5
4671.0,PAKISTAN,"PAKISTAN:  BALAKOT, PATAN",6.2,5300.0,450.0,462.5
6778.0,PAKISTAN,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",7.6,76213.0,450.0,462.5
5449.0,PAKISTAN,"PAKISTAN:  HARNAI-SIBI, QUETTA",7.1,60.0,500.0,500.0
4950.0,HONDURAS,HONDURAS-GUATEMALA-EL SALVADOR,5.1,3.0,135.0,554.0
8297.0,HONDURAS,HONDURAS:  NORTHERN; BELIZE,7.3,7.0,135.0,25.0
7231.0,ALGERIA,ALGERIA:  NORTHERN,4.9,4.0,62.0,62.0
8125.0,ALGERIA,ALGERIA:  ORAN,5.5,1.0,81.0,62.0
5391.0,ALGERIA,ALGERIA:  MASCARA,5.9,171.0,22250.0,163000.0
5694.0,ALGERIA,"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",6.8,2287.0,19000.0,163000.0
5636.0,TANZANIA,TANZANIA:  BUNDA,5.5,2.0,690.0,700.0
10197.0,TANZANIA,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,5.9,23.0,1172.0,6281.0
5323.0,KYRGYZSTAN,KYRGYZSTAN:  OSH; UZBEKISTAN:  ANDIZHAN,6.2,4.0,5500.0,4000.0
5054.0,ARGENTINA,"ARGENTINA:  WEST CENTRAL, MENDOZA, LA LIGUA",6.9,6.0,12000.0,12000.0
3528.0,NEPAL,NEPAL; INDIA:  BIHAR,8.0,10600.0,176869.66666666666,97779.0
10134.0,NEPAL,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,7.8,8957.0,498852.0,256697.0
10716.0,NEPAL,"NEPAL:  JAJARKOT, RUKUM WEST",5.7,154.0,26557.0,35455.0
10659.0,NEPAL,INDIA: UTTAR PRADESH; NEPAL: SUDURPASHCHIM PROVINCE,5.6,4.0,2.0,42.0
10706.0,NEPAL,NEPAL:  DIPAYAL,5.7,1.0,334.0,1185.0
9632.0,SERBIA,BALKANS NW: SERBIA:  KRALJEVO,5.5,2.0,1000.0,5000.0
10486.0,CROATIA,BALKANS NW:  CROATIA:  ZAGREB,5.4,1.0,6305.0,20000.0
10523.0,CROATIA,BALKANS NW:  CROATIA:  PETRINJA,6.4,8.0,1500.0,46000.0
8182.0,YEMEN,YEMEN:  RAZIH,5.9,1200.0,700.0,1000.0
5312.0,YEMEN,YEMEN:  WESTERN  ARABIAN PENINSULA,4.7,11.0,17.0,87.0
5405.0,CYPRUS,"CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA",5.9,2.0,70.0,570.0
10109.0,SOUTH AFRICA,SOUTH AFRICA:  ORKNEY,5.4,1.0,13.0,1433.0
10370.0,HAITI,HAITI: PORT-DEX-PAIX,5.9,18.0,2102.0,15932.0
10600.0,HAITI,HAITI: NIPPES,5.3,2.0,190.0,590.0
8732.0,HAITI,HAITI:  PORT-AU-PRINCE,7.0,316000.0,97294.0,188383.0
10563.0,HAITI,HAITI,7.2,2248.0,53815.0,83770.0
5339.0,EGYPT,EGYPT:  CAIRO,5.3,545.0,9350.0,9350.0
7764.0,CONGO,CONGO:  BUKAVU,5.9,38.0,99.0,815.0
8632.0,MALAWI,MALAWI:  KARONGA,6.0,3.0,1111.0,1111.0
5301.0,IRAQ,"IRAQ:  ARBIL,  DIBS",5.1,20.0,100.0,100.0
8392.0,BHUTAN,BHUTAN:  TASHIGANG,6.1,11.0,126.0,126.0
4528.0,TURKEY,"TURKEY:  DEMIRCI, MANISA",5.7,12.142857142857142,150.0,150.0
4607.0,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SARSANGI, NARIN COUNTIES",6.1,11.0,360.75,554.6666666666666
4610.0,PAKISTAN,"PAKISTAN:  TANGIR, GUPIS, RAWALPINDI, PESHAWAR",6.2,100.0,1000.0,1000.0
