Search Parameters,Id,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Country,Area,Region,Location Name,Latitude,Longitude,Focal Depth (km),Mag,Mw,Ms,Mb,Ml,Mfa,Unk,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
"[""1900 <= Year >= 2024""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6096.0,1932.0,11.0,4.0,,,0.0,1656.0,,VENEZUELA,,90.0,VENEZUELA: CUMANA,10.5,-64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6639.0,1932.0,11.0,10.0,,,,2455.0,,USA,NY,150.0,NEW YORK:  WILLETTS POINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3505.0,1932.0,12.0,20.0,,,0.0,,,USA,NV,150.0,NEVADA:  CEDAR MOUNTAIN,38.7,-117.8,,7.2,,,,,,7.2,12.0,,,,,,,,,,,,,,,,,,,,,,,,
,3507.0,1932.0,12.0,25.0,2.0,4.0,7.0,,,CHINA,,30.0,CHINA:  GANSU PROVINCE,39.7,96.7,,7.6,,7.6,,,,,10.0,275.0,3.0,,,320.0,3.0,,3.0,1167.0,4.0,,,275.0,3.0,,,320.0,3.0,,3.0,1167.0,4.0,,
,3481.0,1932.0,,,,,0.0,,,EL SALVADOR,,100.0,"EL SALVADOR:  ZACATECOLUCA,SAN JUAN,NONUALCO",13.3,-88.5,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
,3482.0,1932.0,,,,,,,,CHINA,,30.0,CHINA:  SICHUAN PROVINCE,31.8,102.2,,5.0,,5.0,,,,,7.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,
,10717.0,1933.0,2.0,20.0,17.0,0.0,,5899.0,,MEXICO,,150.0,MEXICO:  COLIMA,18.68,-104.82,,4.0,,,,4.0,,4.9,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,
,3508.0,1933.0,2.0,23.0,8.0,9.0,12.0,1659.0,,CHILE,,160.0,CHILE,-20.0,-71.0,40.0,7.6,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3509.0,1933.0,2.0,26.0,21.0,25.0,0.0,,,ITALY,,130.0,ITALY:  SICILY,37.4,13.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
,3512.0,1933.0,3.0,2.0,17.0,31.0,0.0,1661.0,,JAPAN,,30.0,JAPAN:  SANRIKU,39.209,144.59,15.0,8.4,8.4,8.5,,,,,,,,,,,,,,,3.0,,,3022.0,4.0,,,,,,4.0,6000.0,4.0,,
,3516.0,1933.0,3.0,11.0,1.0,54.0,7.8,1662.0,,USA,CA,150.0,CALIFORNIA:  LONG BEACH,33.62,-117.97,16.0,6.3,,,,6.3,,,9.0,120.0,3.0,,,,,41.0,4.0,,,,,120.0,3.0,,,,,41.0,4.0,,,,
,3518.0,1933.0,4.0,23.0,5.0,57.0,35.0,1663.0,,GREECE,,130.0,GREECE:  DODECANESE ISLANDS,36.759,27.299,15.0,6.4,6.4,,,,,6.8,10.0,181.0,3.0,,,600.0,3.0,,3.0,,2.0,,2.0,181.0,3.0,,,600.0,3.0,,3.0,,2.0,,2.0
,10718.0,1933.0,5.0,8.0,10.0,33.0,51.2,5900.0,,MEXICO,,150.0,MEXICO:  GUERRERO,17.404,-100.908,30.0,6.7,6.7,,,,,6.8,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
,8159.0,1933.0,5.0,19.0,,,,3603.0,,TOGO,,10.0,TOGO:  GOLD COAST,6.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3520.0,1933.0,5.0,21.0,10.0,10.0,0.0,,,EL SALVADOR,,100.0,EL SALVADOR:  SAN SALVADOR,12.0,-87.5,90.0,6.9,,,,,,6.9,,,,,,,,,2.0,,,,,,,,,,,,,,,,
,6098.0,1933.0,6.0,18.0,21.0,37.0,0.0,1664.0,,JAPAN,,30.0,"SANRIKU, JAPAN",38.1,142.4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3521.0,1933.0,6.0,24.0,21.0,54.0,48.8,,,INDONESIA,,60.0,INDONESIA:  S SUMATERA,-5.151,104.528,20.0,7.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10466.0,1933.0,6.0,25.0,5.0,43.0,22.0,,,INDONESIA,,60.0,INDONESIA:  S SUMATERA,-5.007,104.501,20.0,5.8,5.8,,,,,,9.0,,1.0,,,,,,2.0,,,,,,1.0,,,,,,2.0,,,,
,3522.0,1933.0,8.0,25.0,7.0,50.0,30.0,,,CHINA,,30.0,CHINA:  SICHUAN PROVINCE,31.9,103.4,,7.5,,7.5,,,,,10.0,9300.0,4.0,,,,,,4.0,,4.0,,,9300.0,4.0,,,,,,4.0,,4.0,,
,3523.0,1933.0,9.0,20.0,,,,,,CHINA,,30.0,CHINA:  SICHUAN PROVINCE,29.5,102.5,,5.0,,5.0,,,,,6.0,200.0,3.0,,,,,,1.0,30.0,1.0,,,200.0,3.0,,,,,,1.0,30.0,1.0,,
,3524.0,1933.0,9.0,26.0,3.0,33.0,0.0,,,ITALY,,130.0,ITALY:  CENTRAL,42.0,14.2,33.0,,,,,,,,9.0,10.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
,6099.0,1933.0,10.0,2.0,15.0,29.0,21.0,1665.0,,ECUADOR,,160.0,ECUADOR,-2.0,-81.0,33.0,6.9,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3525.0,1933.0,11.0,3.0,4.0,14.0,0.0,,,CHILE,,160.0,CHILE,-22.0,-70.5,70.0,5.5,,,,,,5.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,
,10236.0,1933.0,11.0,20.0,23.0,21.0,35.5,,,CANADA,,150.0,CANADA:  BAFFIN BAY,73.122,-70.014,15.0,7.7,7.7,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3526.0,1933.0,11.0,28.0,11.0,9.0,0.0,,,IRAN,,140.0,"IRAN:  BAHABAD,ALIABAD,RAHIMABAD,KHAIRABAD",32.1,56.0,27.0,6.3,,,,,,6.3,,4.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
,9232.0,1933.0,12.0,12.0,14.0,11.0,18.0,4882.0,,PAPUA NEW GUINEA,,170.0,PAPUA NEW GUINEA,-5.0,151.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
,3527.0,1934.0,1.0,12.0,13.0,31.0,52.0,,,CHINA,,30.0,CHINA:  YUNNAN PROVINCE,23.7,102.7,,6.0,,6.0,,,,,8.0,1.0,1.0,,,14.0,1.0,,2.0,,3.0,,,1.0,1.0,,,14.0,1.0,,2.0,,3.0,,
,3528.0,1934.0,1.0,15.0,8.0,43.0,25.0,1668.0,,NEPAL,,60.0,NEPAL; INDIA:  BIHAR,26.773,86.762,35.0,8.0,8.0,8.1,7.8,,,,11.0,10600.0,4.0,,,,,,4.0,,4.0,,4.0,10600.0,4.0,,,,,,4.0,,4.0,,
,8006.0,1934.0,1.0,20.0,17.0,56.0,16.0,,,CHINA,,30.0,CHINA:  NEI MONGOL:  WU-YUAN,41.0,108.8,,6.3,,6.3,,,,,8.0,,1.0,,,,,,2.0,,3.0,,,,1.0,,,,,,2.0,,3.0,,
,3530.0,1934.0,2.0,14.0,3.0,59.0,34.0,1669.0,,PHILIPPINES,,170.0,PHILIPPINES:  LUZON,17.5,119.0,22.0,7.9,,7.9,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
,3531.0,1934.0,3.0,5.0,11.0,46.0,0.0,,,NEW ZEALAND,,170.0,NEW ZEALAND:  NORTH ISLAND,-40.5,175.5,60.0,7.5,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
,10472.0,1934.0,3.0,12.0,15.0,5.0,40.0,,,USA,UT,150.0,UTAH,41.7,-112.8,,6.6,,6.6,,,,,8.0,2.0,1.0,,,,,,2.0,,,,1.0,2.0,1.0,,,,,,2.0,,,,1.0
,7100.0,1934.0,6.0,2.0,,,,2771.0,,ICELAND,,120.0,ICELAND,66.0,-18.25,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
,10735.0,1934.0,7.0,14.0,,,,,,MEXICO,,150.0,"MEXICO: GUANAJUATO, QUERETARO",20.647,-100.754,,4.8,,,,,,4.8,7.0,,,,,,,,2.0,,,,3.0,,,,,,,,2.0,,,,3.0
,3534.0,1934.0,7.0,18.0,1.0,36.0,24.0,1671.0,,PANAMA,,100.0,PANAMA-COSTA RICA,8.0,-82.5,60.0,7.7,,7.7,,,,,,,,,,4.0,1.0,0.05,1.0,,,,,,,,,4.0,1.0,0.05,1.0,,2.0,,
,3536.0,1934.0,7.0,18.0,19.0,40.0,24.0,1673.0,,SOLOMON ISLANDS,,170.0,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.907,166.731,35.0,7.8,7.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6101.0,1934.0,7.0,21.0,6.0,18.0,23.3,1674.0,,SOLOMON ISLANDS,,170.0,SOLOMON ISLANDS; NEW CALEDONIA,-11.139,165.503,35.0,7.1,7.1,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3532.0,1934.0,8.0,11.0,8.0,18.0,21.0,,,TAIWAN,,30.0,TAIWAN:  YILAN,24.8,121.5,,6.5,,6.5,,,,,,3.0,1.0,,,,,,1.0,6.0,1.0,,,3.0,1.0,,,,,,1.0,6.0,1.0,,
,5740.0,1934.0,11.0,27.0,,,,,,TURKEY,,140.0,TURKEY:  KURDISTAN:  DIYARBAKIR (MOUCHE DIARBEKIR),37.919,40.211,,,,,,,,,,100.0,2.0,,,,,,3.0,,,,,100.0,2.0,,,,,,3.0,,,,
,3537.0,1934.0,11.0,30.0,2.0,5.0,10.0,3308.0,,MEXICO,,150.0,MEXICO:  JALISCO,18.5,-105.5,5.0,7.0,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
,5741.0,1934.0,12.0,3.0,,,,,,HONDURAS,,100.0,"HONDURAS:  SAN JORGE, LA ENCARNACION, SAN FERNANDO",15.0,-89.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
,5742.0,1934.0,12.0,4.0,17.0,24.0,38.0,1676.0,,CHILE,,160.0,"CHILE:  IQUIQUE, PISAGUA, SAPIGA, NEGRERO",-19.5,-69.5,130.0,6.9,,6.9,,,,,,,,,,,2.0,,2.0,,3.0,,,,,,,,2.0,,2.0,,3.0,,
,9900.0,1934.0,12.0,12.0,14.0,15.0,,1677.0,,PAPUA NEW GUINEA,,170.0,PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.2,152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5743.0,1934.0,12.0,15.0,,,,,,TURKEY,,140.0,TURKEY:  KURDISTAN:  DIYARBAKIR (DIARBEKIR),37.919,40.211,,,,,,,,,,20.0,1.0,,,100.0,2.0,,2.0,,,,,20.0,1.0,,,100.0,2.0,,2.0,,,,
,3538.0,1934.0,12.0,24.0,15.0,23.0,0.0,,,AZORES (PORTUGAL),,130.0,AZORES:  ATLANTIC,38.2,-20.6,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
,3539.0,1934.0,12.0,31.0,,,,,,USA,CA,150.0,"CALIFORNIA:  BAJA,IMPERIAL VALLEY",31.8,-115.5,,7.1,,,,,,7.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,
,3540.0,1935.0,1.0,4.0,14.0,41.0,30.8,5820.0,,TURKEY,,140.0,TURKEY,40.62,27.451,7.0,6.4,6.4,6.4,,,,6.2,10.0,5.0,1.0,,,30.0,1.0,,3.0,,4.0,,,5.0,1.0,,,30.0,1.0,,3.0,,4.0,,
,3541.0,1935.0,2.0,25.0,2.0,51.0,0.0,,,GREECE,,130.0,GREECE:  NEAPOLIS-ANOGNIA (CRETE),35.8,25.0,,6.7,,,,,,6.7,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
,3542.0,1935.0,3.0,5.0,10.0,26.0,39.5,,,IRAN,,140.0,IRAN:  ALBORZ,35.982,52.953,15.0,6.0,6.0,5.8,,,,6.0,7.0,60.0,2.0,,,,,,2.0,,,,,60.0,2.0,,,,,,2.0,,,,
,3544.0,1935.0,4.0,11.0,23.0,14.0,48.8,,,IRAN,,140.0,"IRAN:  KEVSUT, ALBORZ, SARI",36.586,53.65,15.0,6.4,6.4,,,,,6.3,9.0,690.0,3.0,,,,,,3.0,,,,,690.0,3.0,,,,,,3.0,,,,
,3546.0,1935.0,4.0,20.0,22.0,1.0,54.0,,,TAIWAN,,30.0,TAIWAN:  MIALOI,24.3,120.8,,6.0,,6.0,,,,,8.0,3276.0,4.0,,,12053.0,4.0,,4.0,17907.0,4.0,,,3276.0,4.0,,,12053.0,4.0,,4.0,17907.0,4.0,,
,3547.0,1935.0,4.0,28.0,,,,,,CHINA,,30.0,CHINA:  SICHUAN PROVINCE,29.4,102.3,,6.0,,6.0,,,,,8.0,2.0,1.0,,,,,,1.0,,1.0,,,2.0,1.0,,,,,,1.0,,1.0,,
,3549.0,1935.0,5.0,1.0,10.0,24.0,44.5,,,TURKEY,,140.0,TURKEY:  KIGI,40.566,43.415,10.0,6.1,6.1,6.1,,,,,,540.0,3.0,,,,,,,,,,,540.0,3.0,,,,,,,,,,
,8009.0,1935.0,5.0,4.0,23.0,2.0,24.0,,,TAIWAN,,30.0,TAIWAN:  XINZHU,24.8,120.8,,6.0,,6.0,,,,,,,,,,37.0,1.0,,1.0,28.0,1.0,,,,,,,37.0,1.0,,1.0,28.0,1.0,,
,3550.0,1935.0,5.0,30.0,21.0,32.0,46.0,1679.0,,PAKISTAN,,60.0,PAKISTAN:  QUETTA,29.5,66.8,33.0,7.5,,7.5,,,,,10.0,60000.0,4.0,,,,,25.0,4.0,,4.0,,4.0,60000.0,4.0,,,,,25.0,4.0,,4.0,,
,8008.0,1935.0,6.0,7.0,2.0,50.0,58.0,,,TAIWAN,,30.0,TAIWAN:  TAIZHONG,24.2,120.5,,5.8,,5.8,,,,,,,,,,5.0,1.0,,1.0,15.0,1.0,,,,,,,2.0,1.0,,,15.0,1.0,,
,3554.0,1935.0,7.0,11.0,18.0,35.0,0.0,,,JAPAN,,30.0,JAPAN:  HONSHU,35.0,138.0,10.0,6.3,,,,,,6.3,,9.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
,3555.0,1935.0,7.0,16.0,16.0,18.0,58.0,,,TAIWAN,,30.0,TAIWAN:  XIINZHU,24.6,120.8,30.0,6.5,,6.5,,,,,,2746.0,4.0,,,6004.0,4.0,,4.0,30000.0,4.0,,,2746.0,4.0,,,6004.0,4.0,,4.0,30000.0,4.0,,
,6102.0,1935.0,7.0,19.0,0.0,50.0,0.0,1678.0,,JAPAN,,30.0,JAPAN,36.6,141.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3556.0,1935.0,8.0,7.0,9.0,2.0,12.0,,,COLOMBIA,,160.0,COLOMBIA:  FUNES,1.11,-77.34,10.0,6.1,6.1,6.0,,,,,8.0,8.0,1.0,,,,,,2.0,,,,2.0,8.0,1.0,,,,,,2.0,,,,2.0
,3557.0,1935.0,8.0,10.0,5.0,10.0,0.0,,,ITALY,,130.0,ITALY:  CENTRAL,42.9,12.7,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
,3558.0,1935.0,9.0,11.0,14.0,4.0,0.0,,,RUSSIA,,50.0,RUSSIA:  KURIL ISLANDS,43.0,146.5,55.0,7.6,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
,3559.0,1935.0,9.0,20.0,1.0,46.0,43.5,1683.0,,PAPUA NEW GUINEA,,170.0,PAPUA NEW GUINEA:  N-CENTRAL,-3.824,141.416,30.0,7.8,7.8,7.9,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6104.0,1935.0,10.0,12.0,16.0,45.0,0.0,1684.0,,JAPAN,,30.0,"SANRIKU, JAPAN",39.9,143.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6105.0,1935.0,10.0,18.0,0.0,11.0,0.0,1685.0,,JAPAN,,30.0,"SANRIKU, JAPAN",40.7,144.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3561.0,1935.0,10.0,19.0,4.0,48.0,2.0,,,USA,MT,150.0,MONTANA:  HELENA,46.6,-112.0,,6.2,,6.2,,,,,8.0,2.0,1.0,,,,3.0,19.0,3.0,300.0,3.0,,,2.0,1.0,,,,3.0,19.0,3.0,300.0,3.0,,
,3563.0,1935.0,10.0,31.0,18.0,37.0,47.0,,,USA,MT,150.0,MONTANA:  HELENA,46.6,-112.0,,6.0,,6.0,,5.5,,,8.0,2.0,1.0,,,,,6.0,3.0,,,,,2.0,1.0,,,,,6.0,3.0,,,,
,10518.0,1935.0,11.0,1.0,16.0,22.0,9.0,,,VIETNAM,,30.0,VIETNAM: DIEN BIEN PHU,21.185,103.77,15.0,6.8,6.8,,,,,,9.0,,1.0,,,,,,2.0,,,,3.0,,1.0,,,,,,2.0,,,,3.0
,6106.0,1935.0,11.0,25.0,10.0,3.0,3.0,1688.0,,INDONESIA,,60.0,INDONESIA:  CELEBES SEA,5.5,94.0,,6.5,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3564.0,1935.0,12.0,14.0,,,0.0,,,MEXICO,,150.0,"MEXICO:  TUXTLA GUTIERREZ,GUERRERO,MEXICO CITY",16.5,-93.1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
,3565.0,1935.0,12.0,15.0,7.0,7.0,0.0,,,SOLOMON ISLANDS,,170.0,SOLOMON ISLANDS,-9.8,161.0,60.0,7.6,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
,8010.0,1935.0,12.0,18.0,7.0,10.0,36.0,3580.0,,CHINA,,30.0,CHINA:  SICHUAN PROVINCE,28.7,103.6,,6.0,,6.0,,,,,8.0,100.0,2.0,,,,,,2.0,,3.0,,,100.0,2.0,,,,,,2.0,,3.0,,
,3567.0,1935.0,12.0,28.0,2.0,35.0,22.0,1689.0,,INDONESIA,,60.0,"INDONESIA:  N SUMATERA:  BATU I,PADANG,SIBOLGA",0.0,98.25,33.0,7.9,,7.9,,,,,8.0,,,,,,1.0,,2.0,,2.0,,,,,,,,1.0,,2.0,,2.0,,
,3568.0,1936.0,1.0,9.0,9.0,23.0,0.0,,,COLOMBIA,,160.0,COLOMBIA,1.1,-77.6,10.0,5.6,,5.6,,,,7.0,7.0,250.0,3.0,,,,,,2.0,,1.0,,,250.0,3.0,,,,,,2.0,,1.0,,
,3569.0,1936.0,2.0,7.0,8.0,56.0,27.0,,,CHINA,,30.0,CHINA:  GANSU PROVINCE,35.4,103.4,,6.8,,6.8,,,,,9.0,,3.0,,,,3.0,,3.0,9650.0,4.0,,,,3.0,,,,3.0,,3.0,9650.0,4.0,,
,3572.0,1936.0,4.0,1.0,2.0,9.0,15.0,1690.0,,INDONESIA,,170.0,INDONESIA:  TALAUD ISLANDS,4.5,126.5,60.0,7.7,,7.7,,,,,9.0,,,,,3.0,1.0,,2.0,169.0,3.0,,,,,,,3.0,1.0,,2.0,169.0,3.0,,
,3571.0,1936.0,4.0,1.0,,,,,,CHINA,,30.0,CHINA:  GUANGXI PROVINCE,22.5,109.4,,6.8,,6.8,,,,,9.0,,4.0,,,,,,4.0,,4.0,,,,4.0,,,,,,4.0,,4.0,,
,3573.0,1936.0,4.0,26.0,23.0,59.0,11.0,,,CHINA,,30.0,CHINA:  SICHUAN PROVINCE,28.6,103.6,,6.8,,6.8,,,,,9.0,,3.0,,,,,,2.0,,3.0,,,,3.0,,,,,,2.0,,3.0,,
,3574.0,1936.0,6.0,30.0,15.0,6.0,0.0,,,RUSSIA,,50.0,RUSSIA:  KOMANDORSKY ISLAND,55.0,165.0,20.0,7.2,,,,,,7.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,
,3575.0,1936.0,6.0,30.0,19.0,26.0,6.8,,,IRAN,,140.0,"IRAN:  ABIZ, SARBISHEH",33.734,60.405,15.0,6.1,6.1,6.0,,,,6.2,7.0,12.0,1.0,,,,,,2.0,,,,,12.0,1.0,,,,,,2.0,,,,
,3577.0,1936.0,7.0,3.0,21.0,2.0,0.0,,,SOUTH KOREA,,30.0,SOUTH KOREA,35.2,127.6,,5.0,,,,,,5.0,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,1.0,3.0,1.0,,
,6107.0,1936.0,7.0,13.0,11.0,12.0,15.0,1691.0,,CHILE,,160.0,CHILE:  TALTAL,-24.5,-70.0,60.0,7.3,,7.3,,,,,,1.0,1.0,,,40.0,1.0,,2.0,,3.0,,,1.0,1.0,,,40.0,1.0,,2.0,,3.0,,
,3578.0,1936.0,8.0,1.0,6.0,24.0,30.0,,,CHINA,,30.0,CHINA:  GANSU PROVINCE,34.2,105.7,,6.0,,6.0,,,,,8.0,115.0,3.0,,,31.0,1.0,,3.0,4459.0,4.0,,,115.0,1.0,,,31.0,1.0,,3.0,4459.0,4.0,,
,3580.0,1936.0,8.0,17.0,,,,,,CHINA,,30.0,CHINA:  YUNNAN PROVINCE,26.6,103.0,,5.5,,5.5,,,,,7.0,30.0,1.0,,,,,,2.0,,3.0,,,30.0,1.0,,,,,,2.0,,3.0,,
,3581.0,1936.0,8.0,22.0,6.0,51.0,35.0,,,TAIWAN,,30.0,TAIWAN,22.3,120.8,,7.2,,7.2,,,,,,10.0,1.0,,,10.0,1.0,,1.0,15.0,1.0,,,,,,,10.0,1.0,,1.0,15.0,1.0,,
,3582.0,1936.0,8.0,23.0,21.0,12.0,13.0,1692.0,,INDONESIA,,60.0,"INDONESIA:  BANDA ACEH,LHOK SUKON,LHOKSEMAWE",6.1,94.7,,7.3,,7.3,,,,,8.0,9.0,1.0,,,20.0,1.0,,2.0,,,,,9.0,1.0,,,20.0,1.0,,2.0,,,,
,3583.0,1936.0,9.0,9.0,,,,,,INDONESIA,,60.0,"INDONESIA:  N SUMATERA:  TAPANULI, KARO",3.5,97.5,,,,,,,,,8.0,17.0,1.0,,,,,,2.0,,,,,17.0,1.0,,,,,,2.0,,,,
,6108.0,1936.0,11.0,2.0,20.0,46.0,0.0,1695.0,,JAPAN,,30.0,"SANRIKU, JAPAN",38.2,142.2,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3584.0,1936.0,11.0,11.0,17.0,11.0,24.0,,,CHINA,,40.0,CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  S,39.5,74.2,,5.5,,5.5,,,,,,,2.0,,,,,,1.0,,,,,,2.0,,,,,,1.0,,,,
,3585.0,1936.0,11.0,13.0,12.0,31.0,,1696.0,,RUSSIA,,50.0,RUSSIA:  NEAR KAMCHATKA,55.2,164.0,,7.3,,,,,,7.3,10.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
,3586.0,1936.0,12.0,19.0,,,0.0,,,EL SALVADOR,,100.0,EL SALVADOR:  SAN VICENTE,13.2,-88.7,,,,,,,,,,400.0,3.0,,,,,,,,,,,,,,,,,,,,,,
,3587.0,1936.0,12.0,27.0,,,0.0,,,JAPAN,,30.0,JAPAN:  NII JIMA,34.4,139.2,,,,,,,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
,3589.0,1937.0,1.0,7.0,13.0,20.0,41.0,,,CHINA,,30.0,CHINA:  QINGHAI PROVINCE,35.5,97.6,60.0,7.5,,7.5,,,,,10.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
,3590.0,1937.0,1.0,12.0,,,0.0,,,NICARAGUA,,100.0,"NICARAGUA:  CHINANDEGA,PORT CORINTO",12.6,-87.2,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
,3591.0,1937.0,2.0,10.0,18.0,16.0,,,,ALGERIA,,15.0,"ALGERIA:  GUELMA, LAPAINE",36.4,7.5,,5.2,,5.2,5.4,,,,8.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,
,3592.0,1937.0,2.0,21.0,7.0,2.0,0.0,,,RUSSIA,,50.0,RUSSIA:  KURIL ISLANDS,44.5,149.4,45.0,7.6,,,,,,7.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,
,3594.0,1937.0,4.0,16.0,3.0,1.0,37.0,,,FIJI,,170.0,FIJI ISLANDS,-21.5,-177.0,400.0,8.1,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10010.0,1937.0,5.0,28.0,,,,1698.0,1346.0,PAPUA NEW GUINEA,,170.0,"PAPUA NEW GUINEA:  KERAVIA, RABAUL, KOKOPO",-4.271,152.203,,,,,,,,,8.0,,,,,,,,1.0,,1.0,,,507.0,3.0,,,,,,1.0,,1.0,,
,3595.0,1937.0,7.0,26.0,3.0,47.0,9.4,,,MEXICO,,150.0,"MEXICO:  CENTRAL, PUEBLA:  ESPERANZA, VERACRUZ",18.523,-95.878,35.0,7.2,,,7.2,,,7.7,,34.0,1.0,,,,,,2.0,,,,,34.0,1.0,,,,,,2.0,,,,
,3596.0,1937.0,7.0,31.0,20.0,35.0,48.0,,,CHINA,,30.0,CHINA:  SHANDONG PROVINCE,35.4,115.1,,7.0,,7.0,,,,,9.0,390.0,3.0,,,,3.0,,4.0,,4.0,,,390.0,3.0,,,,3.0,,4.0,,4.0,,
,3598.0,1937.0,8.0,20.0,11.0,59.0,16.0,1699.0,,PHILIPPINES,,170.0,PHILIPPINES:  LUZON,14.5,121.5,60.0,7.5,,7.5,,,,,8.0,1.0,1.0,,,200.0,3.0,,3.0,,3.0,,3.0,1.0,1.0,,,200.0,3.0,,3.0,,3.0,,
,3599.0,1937.0,9.0,15.0,,,,,,CHINA,,30.0,CHINA:  SHANXI PROVINCE,37.8,112.5,,5.0,,5.0,,,,,7.0,,2.0,,,,,,2.0,,3.0,,,,2.0,,,,,,2.0,,3.0,,
,6109.0,1937.0,9.0,21.0,21.0,2.0,0.0,1701.0,,RUSSIA,,50.0,RUSSIA:  KAMCHATKA,56.0,162.5,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3600.0,1937.0,9.0,27.0,8.0,55.0,10.0,,,INDONESIA,,60.0,"INDONESIA:  JAVA:  JOGYAKARTA:  KLUMPIT,PRAMBANAN",-9.4,110.2,70.0,7.2,,,,,,7.2,9.0,1.0,1.0,,,,,,3.0,326.0,3.0,2200.0,4.0,1.0,1.0,,,,,,3.0,326.0,3.0,2200.0,4.0
,3601.0,1937.0,10.0,5.0,,,0.0,,,MEXICO,,150.0,"MEXICO:  CHILPANCINGO,TIXTLA",17.3,-99.3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
,6550.0,1937.0,11.0,6.0,,,,1703.0,,INDONESIA,,170.0,INDONESIA:  NEW GUINEA:  FAKFAK,-3.0,132.3,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
